A1CF,A4GALT,AADAC,AADACL3,AAMDC,ABCA12,ABCA8,ABCB11,ABCB6,ABCB9,ABCC13,ACKR2,ACKR4,ACOX2,ACOX3,ACP7,ACSF2,ACSM3,ACSS3,ACTN2,ACVR1C,ACY3,ADAD1,ADAL,ADAM18,ADAM20P1,ADAM21,ADAM23,ADAM32,ADAMTSL1,ADCY10,ADGRB3,ADGRL2,AGBL1,AGBL4,AGXT2,AKR1C2,AKR1C6P,ALG1L1P,ALPP,ALX1,AMBN,ANGPT4,ANGPTL5,ANGPTL7,ANKDD1B,ANKRD18B,ANKRD26P1,ANKRD30A,ANKRD30BL,ANO4,ANO5,ANP32D,APOA1,APOBEC2,APOBR,APOC3,APOL1,APOL4,APOM,AQP4-AS1,ARG1,ARG2,ARHGAP10,ARHGAP19-SLIT1,ARHGEF4,ARL5C,ARL9,ARMCX4,ARSF,ART3,ASB14,ASB18,ASMTL-AS1,ATL1,AUNIP,AVPR1B,AZGP1,BCAR1,BCO2,BEND7,BEX1,BICC1,BMAL2,BMP10,BMP7,BMP8B,BPIFA1,BPIFA4P,BPIFB1,BRCA1,BRMS1L,BTG4,BTNL3,C10orf71,C11orf40,C12orf40,C12orf54,C15orf32,C16orf46,C16orf78,C19orf18,C1QTNF9B,C20orf96,C3orf52,C4BPA,C5orf46,C6orf118,C6orf136,CA5A,CADPS2,CALR3,CAMK1G,CAPSL,CAPZA3,CAV3,CBLIF,CBLN4,CBY2,CC2D2A,CCDC113,CCDC158,CCDC190,CCL18,CCL23,CCL8,CCNB1,CCNB2,CCNB3,CCNE2,CDC20B,CDH12,CDH8,CDK11A,CDKL2,CDKL4,CDKN2C,CEACAM6,CENPH,CENPI,CEP170P1,CEP83,CERS3,CFAP126,CFAP141,CFAP45,CFAP57,CFAP58,CFAP95,CFH,CFHR1,CFHR3,CFI,CGNL1,CGRRF1,CHAF1B,CHAT,CHCHD4,CHL1,CHMP4C,CHN1,CHST6,CIAPIN1,CIMAP3,CLDN14,CLDN20,CLDN22,CLDN24,CLDN6,CLIC1,CLRN3,CLSPN,CLSTN2,CLTRN,CNBD2,CNGA1,CNTN5,CNTNAP2,CORO2B,CPA5,CPA6,CPS1-IT1,CRH,CRIPTO3,CRISPLD1,CSMD3,CST1,CSTL1,CT83,CTAGE3P,CTTNBP2,CXCL9,CYP24A1,CYP2F1,CYP2J2,CYP2U1,CYP39A1,CYP4F2,CYP51A1,DACH2,DAO,DCAF8L2,DCLK1,DCN,DCT,DDR1,DDX19A,DDX4,DEFB112,DEFB136,DENND2C,DGAT2L6,DKK1,DKK4,DLGAP5,DNAAF11,DNAAF6,DNAH14,DNAJB3,DNAJC5B,DOK6,DPY19L2,DRC3,DRD3,DTD2,DUSP19,DYNC1I2,EBLN1,EDN1,EDRF1-DT,EFCAB5,EFNA5,EGFL6,ELAPOR2,ELAVL2,ELOA2,ELOVL2-AS1,EMP2,ENDOU,ENPP3,ERICH3,ERICH6B,ESCO2,ESRRG,ETV1,EXD1,FABP2,FAM114A1,FAM161A,FAM167A-AS1,FAM186A,FAM200B,FAM228A,FAM230I,FAM83G,FAM87A,FAM9A,FANK1,FAR2P1,FBXO40,FCRL5,FER1L6-AS1,FERMT2,FGA,FILIP1L,FKBP14,FKBPL,FLJ42627,FLVCR1-DT,FMN1,FMO2,FOXJ1,FREM1,FRK,FSD2,FSHR,FTMT,FUNDC2,FXYD4,FZD3,GABRG3,GABRR1,GALNT13,GAS6-AS1,GATA3-AS1,GATM,GBA1LP,GEMIN6,GJB7,GLB1L2,GLOD5,GLRA2,GLUD2,GLYATL2,GNRHR,GPM6B,GPR22,GPR32,GPR63,GPR82,GPX6,GRIP1,GSTM2P1,GUCY2F,GYPB,H2AC14,HELLS,HEPH,HEY2,HLA-DPB2,HOOK2,HOXB5,HRG,HS6ST1,HSD17B13,HSD17B6,HSPB8,HSPB9,HTR1F,HTR2B,IFIT1,IFNA13,IFNA5,IFNA6,IFNK,IFNW1,IFT20,IFTAP,IGBP1P1,IGF2BP2-AS1,IGHA1,IGKV2OR22-4,IGSF9B,IL10,IL18,IL1RAPL2,IL4,IL5,IMMP1L,IMPA2,INA,ING2,INSC,INTU,IQCA1L,IQCD,IQCH,ITGB8,ITIH2,JPX,KAAG1,KCNJ1,KCNJ6,KCNMB2,KCNMB3,KCNS3,KERA,KIF11,KIF6,KL,KLHL29,KLHL4,KLKB1,KRT28,KRT79,KRTAP20-3,KRTAP21-1,LCAL1,LEKR1,LENEP,LGALS14,LGI2,LGR5,LHFPL1,LIF,LIFR,LILRA4,LINC00310,LINC00469,LINC00471,LINC00518,LINC00523,LINC00652,LINC00917,LINC00994,LINC01121,LINC01356,LINC01521,LINC01556,LINC01558,LINC01559,LINC02817,LINC02877,LINC02901,LINC03030,LINC03069,LINC03106,LIPC,LIPJ,LIPK,LMO3,LOC100128988,LOC100288208,LOC100419773,LOC100420587,LOC107984399,LOC399975,LOC401191,LOC403312,LOC440700,LOC645188,LPA,LRIT2,LRRC17,LRRC37A5P,LRRC37A6P,LRRC49,LRRC66,LRRC74A,LRRD1,LRRTM4,LSAMP,LSMEM1,LUZP4,LZTS1-AS1,MAGEB10,MAGEC2,MAGEC3,MAP2,MAP3K21,MAP6,MARK1,MAT1A,MCOLN3,METTL21C,METTL21EP,MFAP4,MGAT4C,MGAT4D,MIA2,MIPEP,MIR1-1,MIR124-1,MIR128-1,MIR128-2,MIR130B,MIR154,MIR15B,MIR181A1,MIR181A2,MIR184,MIR196A2,MIR203A,MIR215,MIR217,MIR30C1,MIR320C1,MIR410,MIR412,MIR455,MIR9-1HG,MIR96,MLF1,MMP14,MMP27,MOGAT1,MORC2-AS1,MPDZ,MPV17L,MRO,MROH8,MS4A10,MS4A3,MS4A6E,MSL3P1,MT1M,MUC20,MYBPC2,MYF5,MYH1,MYH2,MYH7,MYL11,MYO3B,MYOC,MYOCD,MYT1,NALCN,NANOS1,NAP1L2,NAT1,NAV3,NCAM2,NCS1,NEBL,NECAB1,NEUROD6,NID2,NKX2-2,NME5,NMRAL2P,NOL4L-DT,NOX4,NPHS2,NPM1,NR0B1,NR1H4,NR4A2,NRG4,NRM,NRSN1,NT5DC4,NTF4,NTM-AS1,NTRK2,NUDT9P1,NUF2,NUP210P1,NUP62CL,NWD1,NXPE4,NYAP2,ODAD2,ODAPH,OGN,OPN1LW,OR10A5,OR10H2,OR10R3P,OR13C4,OR1C1,OR1D2,OR1D5,OR1J2,OR1L6,OR1N2,OR1S1,OR2A12,OR2AG1,OR2AG2,OR2D2,OR2F2,OR2L13,OR2L5,OR2M3,OR2M4,OR2T27,OR2T6,OR4A47,OR4B1,OR4C11,OR4C12,OR4C16,OR4N5,OR51F2,OR51Q1,OR52B4,OR52I2,OR52N1,OR56B1,OR5AK2,OR5D14,OR5D18,OR5M1,OR5P1P,OR6C1,OR6C3,OR6C74,OR6C76,OR6K2,OR6Q1,OR7A10,OR8D4,OR8G2P,OR8H1,OR8K3,OR9A4,PAPOLB,PARPBP,PATE2,PCDHA11,PCDHA5,PCDHB14,PCDHB7,PCDHB8,PCOLCE2,PCOTH,PDC,PDE6C,PDZD9,PDZRN4,PFN2,PHTF1,PHYH,PI15,PID1,PIPSL,PIWIL1,PKD2L2,PKDREJ,PLA1A,PNLDC1,PNLIP,PNMA5,PNPLA3,POLE2,POLR3G,PPEF1,PPP1R1C,PPP2R3A,PPP2R3B,PRAME,PRELID2,PRKD1,PRKG2,PROZ,PRR23C,PRTFDC1,PSG2,PSMB11,PSTK,PTGR1,PTTG3P,PTX3,PURG,RAB13,RAB23,RAB39A,RAC1,RACGAP1P1,RAD51AP1,RAG2,RALGAPA1,RAMAC,RAP1B,RBM11,RBM44,REG1A,RERG,RFPL1,RFPL4B,RGS13,RGS21,RHCE,RIBC2,RIPPLY1,RIT2,RLBP1,RNF180,RNU5A-1,RNVU1-17,RORB,ROS1,RPL7L1,RPS27A,RRAD,S100A1,S100A2,S100A3,SAMD13,SAMD7,SCG5,SCGB1D2,SCN2A,SCOC,SEL1L2,SEMA3B,SEMA3E,SEMA6A,SEPTIN12,SEPTIN14,SERPINC1,SERPINF2,SGCD,SGCZ,SGO2,SH3D19,SHANK1,SHISAL2B,SI,SKA1,SKA2,SLC10A6,SLC15A1,SLC1A1,SLC22A10,SLC22A16,SLC25A31,SLC25A43,SLC27A2,SLC27A4,SLC35G3,SLC35G5,SLC45A2,SMAD1,SMAD5-AS1,SMARCA1,SNAI3-AS1,SNAP25,SNORA70F,SNORD114-2,SNORD114-26,SNORD115-8,SNORD116-11,SNORD116-12,SNORD116-2,SNORD116-23,SNORD13P1,SNORD20,SNORD78,SORBS1,SORCS1,SPAG17,SPAG6,SPANXB1,SPATA16,SPATA31F3,SPATA4,SPATA41,SPATA8,SPC24,SPC25,SPIN3,SPINK9,SPMIP10,SPMIP3,SPRR2A,SPRR2B,SSH1,SSMEM1,STAB2,STARD6,STC2,STXBP5L,SULF1,SYCE2,SYNPR,SYT3,TAAR3P,TAAR8,TAAR9,TAL2,TAS2R38,TAS2R43,TAS2R9,TBATA,TBC1D22A-AS1,TBC1D29P,TBX22,TCAF1,TCEAL2,TCEAL5,TCEAL9,TCIM,TDRD9,TDRP,TENM2,TERB1,TERB2,TEX14,TEX35,TFAP2A,TFDP3,TLCD1,TLE6,TLL1,TMC7,TMEM100,TMEM106A,TMEM144,TMEM171,TMEM191A,TMEM232,TMEM237,TMEM67,TMIGD1,TMPRSS15,TNFSF11,TNMD,TPI1P2,TRAM1L1,TRHR,TRPA1,TRPC1,TRPC3,TRPC7,TSHB,TTBK1,TTC28,TTLL7,TTLL9,TTTY10,TULP2,UBE2D3,UBXN10,UNC5C,USP6,VEPH1,VGLL3,VIP,VN1R4,VPS52,VWC2L,WDR93,WFDC3,WFDC8,XAGE-4,YES1,ZBTB7C-AS2,ZCCHC13,ZDBF2,ZFP37,ZFP42,ZNF157,ZNF208,ZNF221,ZNF222,ZNF223,ZNF29P,ZNF300,ZNF300P1,ZNF347,ZNF433,ZNF501,ZNF578,ZNF663P,ZNF667-AS1,ZNF677,ZNF709,ZNF793,ZNF799,ZNF804B,ZNF823,ZSCAN4,ZSCAN5A
4.1199,4.8546,3.1868,5.2832,5.2394,4.5778,4.1867,4.1286,4.538,4.5915,4.5602,4.0524,3.2214,5.6672,5.0963,3.7822,4.7849,6.2489,4.2997,5.3979,4.2165,4.7291,3.8265,5.498,5.4972,5.5987,4.0591,5.2206,4.1161,5.2857,4.2357,4.7535,3.835,4.819,4.4496,5.3288,5.5323,5.3101,4.0701,5.3904,4.4689,4.1472,3.9888,3.0833,4.8948,3.7244,4.3883,3.8791,4.5294,5.0199,4.0125,3.8876,5.1777,4.8846,5.0757,4.8774,3.7383,3.9789,4.1563,5.1644,4.8218,4.1408,3.54,5.9054,4.234,5.8008,4.0974,4.8766,3.7949,4.2366,4.143,4.4135,5.1614,5.135,4.4909,4.05,5.5635,3.323,6.6503,5.6793,4.3919,4.2201,4.8809,3.5389,5.0375,4.2771,5.9864,4.1195,4.0332,5.5742,5.5717,3.9593,3.3455,4.7319,4.7667,5.3184,3.7034,4.1332,4.3808,4.4744,4.7027,3.6946,4.4178,5.6777,5.1491,4.4277,4.2495,3.8156,8.3684,4.7756,4.0015,4.8352,4.8554,4.5554,3.5015,5.7381,4.4393,4.3991,3.9843,4.2796,4.9238,3.3902,4.2268,4.2937,4.9435,4.0455,4.2039,4.5413,4.5951,4.2678,4.5071,4.3646,5.0204,6.1608,4.5243,3.4136,4.9909,5.2742,3.4988,4.1074,5.0163,5.2649,4.9285,4.3788,5.0644,5.6106,5.3794,4.1985,3.3938,3.6599,5.7609,3.7407,3.7144,5.349,4.8434,3.8054,4.6783,4.9918,4.7193,5.0196,4.0749,4.7598,4.5689,3.7459,5.6149,4.8745,3.9891,3.367,5.1132,5.2665,4.0371,4.5624,5.6407,4.0782,4.6494,4.5434,4.3078,4.3836,5.637,5.0147,5.359,4.3278,3.9467,3.5361,3.9767,4.1072,5.3987,4.1258,5.3796,2.9183,4.0915,3.6474,3.6021,5.472,5.509,6.3513,3.9566,6.1913,6.769,4.7927,4.8077,6.6377,4.9062,3.8215,4.1468,2.1897,6.6403,4.3216,3.512,4.0834,4.634,5.2247,3.8444,5.4709,4.8385,4.9502,4.0154,3.3673,4.2638,4.7312,3.9774,3.7104,3.837,5.5187,6.8587,4.0406,2.8351,4.3845,4.9483,3.9628,5.0752,4.0646,4.3419,4.8347,4.0747,5.1398,4.1112,5.5423,4.7129,4.5773,4.2025,4.7397,4.7678,3.6228,4.9771,4.3895,3.5003,5.2333,4.3926,4.7513,3.8871,4.5057,4.6092,5.8992,4.4777,3.7317,4.3279,4.2657,5.0831,4.3717,4.9221,4.3237,4.8827,3.5156,4.6981,4.0831,6.1561,7.4467,5.6855,5.4134,4.5479,4.6989,4.5176,4.7713,4.2372,3.9562,5.5507,5.6772,5.9179,5.0984,4.4654,4.5648,4.0846,5.7524,4.8251,6.3255,5.4042,6.0166,3.8189,6.1323,4.4097,4.4606,4.8725,4.7538,4.2605,4.2141,4.0081,5.1789,4.4843,4.1745,4.3685,4.4606,4.2209,4.7866,5.4399,4.8322,4.8945,3.8335,4.5723,5.1651,5.9081,4.8298,4.7521,7.5965,5.1209,3.2312,5.4822,4.7307,5.0804,4.1402,5.0118,3.9177,4.0193,4.9808,2.9336,3.9767,5.3701,3.5157,4.4192,5.252,4.8242,3.9565,5.5412,5.5013,4.9574,3.2879,4.5558,4.6526,5.5894,5.3629,5.2785,5.4131,5.0627,3.9063,3.7949,5.2072,4.9639,5.4515,4.8486,4.9644,5.3042,4.693,4.6336,3.5306,5.1572,5.5523,3.8062,4.0502,5.3978,5.2439,4.559,3.9329,5.1009,4.8905,5.8345,4.3387,4.8478,6.3742,5.5384,6.4379,4.5804,5.1551,4.8154,4.9227,6.3654,4.1991,4.8563,5.4645,4.3379,4.3931,4.9582,4.5412,5.4981,5.4904,4.5172,3.8215,5.9415,5.228,4.5708,5.4686,4.4157,4.9772,4.3274,6.8043,4.925,5.0451,4.8328,5.733,3.749,4.0536,5.2017,5.9034,4.3907,4.7678,4.1015,4.5256,4.326,4.5378,4.8036,4.7861,3.321,6.0726,5.8678,4.5057,4.2293,4.4497,4.327,4.6025,4.4821,4.6678,5.1973,5.2575,4.9658,4.0806,5.1702,3.9819,4.2668,5.2428,5.1201,5.781,4.9881,4.5544,3.8977,3.5138,5.6527,4.709,4.1668,4.0484,3.8175,3.4384,4.7991,3.2552,3.1112,4.8034,4.2449,4.1722,4.2555,4.2723,3.7886,5.2574,4.3149,4.581,4.1153,3.253,4.1958,4.7477,4.8724,3.9638,4.8789,4.6921,4.815,3.7258,4.0785,5.8707,4.515,4.7766,4.9902,4.1562,4.4689,4.4611,4.6446,4.6575,4.0334,4.3356,5.3603,6.3738,5.8212,5.1031,5.0904,4.2857,4.5265,6.0759,5.4981,4.7817,3.3325,4.464,4.9533,5.4687,5.252,5.1138,3.9782,4.406,5.2815,5.0576,4.8229,4.6688,5.2602,5.3344,5.7148,4.3344,4.812,4.9572,5.6628,5.4931,4.7147,5.2492,4.6535,5.2654,4.3856,3.0548,4.6228,5.0538,4.6614,5.1376,5.1606,4.08,4.0025,6.374,5.2558,4.5893,5.0596,5.18,4.2568,3.9635,4.9364,3.965,4.0735,5.1527,4.0793,3.2867,3.8224,4.1165,3.5017,3.2471,3.2143,4.7666,4.0714,3.1532,4.9719,3.7853,4.8015,4.5902,4.8,3.727,4.6559,4.5618,4.5503,4.0905,3.5415,4.5789,6.442,3.934,4.988,5.1616,5.4312,5.0938,5.4579,4.2808,4.7432,5.7049,4.8588,5.6867,4.5829,4.8687,5.022,4.1763,4.1269,4.1584,4.9037,5.4679,5.2515,4.0226,4.2587,4.0905,4.1456,3.8728,4.6048,4.1405,3.9772,4.8457,4.8957,5.2984,4.4838,4.1124,3.1638,4.4702,4.3928,4.1927,4.298,4.1765,4.4085,5.1601,4.999,4.7092,3.8279,4.1901,5.4323,3.9642,4.6349,4.7355,5.9685,5.4975,4.1784,5.4335,4.4516,4.8876,4.1492,3.8397,4.4681,3.9149,4.622,5.6751,4.7575,3.9855,5.1398,4.333,4.4827,4.3278,2.6333,4.8375,5.032,4.5102,4.6862,4.606,4.8326,6.0116,4.4102,4.9027,6.5924,4.7694,4.0436,4.2434,4.5066,3.3913,6.5632,4.1191,4.4889,4.8692,4.7498,4.2211,4.6009,5.197,3.5488,4.0883,4.9931,5.6624,4.1093,5.2787,3.5915,6.083,3.4843,4.8747,4.5112,3.7025,4.9522,5.5035,5.1844,5.4549,5.4744,4.5924,3.7045,5.0829,4.6947,3.8142,5.1778,4.9956,4.7451,4.801,4.1848,3.9673,5.1502,4.9881,5.7491,4.3664,3.8463,4.3258,4.8826,6.0362,4.0593,4.589,3.7421,6.0932,6.5022,5.3506,4.6403,4.8919,3.6774,4.5038,5.3683,4.1143,4.4643,4.6519,4.8326,3.8361,3.9287,4.4092,3.882,3.5211,5.6991,4.6303,3.0877,4.1612,2.9212,4.0924,4.413,5.5455,4.047,3.3455,4.0991,4.6908,4.8155,4.8919,3.0949,4.8798,4.6125,3.5338,4.7677,4.3047,6.2212,4.569,4.6688,3.5763,5.2799,4.6892,3.1636,4.2443,4.5139,4.2397,4.9834,4.8171,4.464,3.7835,5.333,3.5961,4.1363,5.995,4.095,4.9695,4.9581,4.7612,3.9971,4.7919,4.5604,4.5388,4.0511,4.2163,5.3931,5.6152,3.4302,5.5145,4.4869,4.4883,4.2375,5.0893,4.8302,4.6246,5.7795,4.1198,3.5546,3.562,4.7606,5.7304,3.9803,5.316,4.8625,5.1611,5.3273,4.3234,8.4435,5.1998,5.1416,5.2418,5.5531,4.7713,4.7838,4.1508,3.6226,4.5094,3.9676,5.9318,4.7485,4.436,3.6274,3.6862,5.0019,4.3058,4.2398,5.8242,4.5062,4.134,5.5791,4.018,5.2588,5.9995,4.4574,4.1658,5.0557,4.5679,4.7731,5.067,4.0994,5.4643,5.3904,4.929,6.3918,4.6573,3.8462,5.0899,4.8676,4.1175,6.0098,4.451,4.6191,5.2533,4.0366,4.8742,4.9277,5.1215,3.8519,4.8421,4.0452,5.1534,4.8058,5.0341,2.0646,4.3687,6.753,3.4449,4.6737,5.2893,6.2958,4.445,4.3621,3.7271,4.9137
3.9396,4.8419,3.3095,5.2036,5.4052,4.4897,4.2284,4.0808,4.6938,4.682,4.4191,4.2075,3.6192,5.6641,5.0707,4.1277,4.9502,6.0734,4.0088,5.6303,4.0418,4.38,4.0006,5.4064,5.6325,5.0138,4.6419,5.0905,4.0481,5.1554,4.1835,4.7772,3.8353,4.9186,4.4933,5.4885,6.1184,5.4594,4.1387,5.9329,4.6159,3.9371,3.9906,2.9909,4.6731,3.5246,4.2059,3.7898,4.7004,5.2695,3.9973,3.7919,5.0474,3.3128,5.0241,4.3377,3.9044,4.0967,4.2264,5.0811,3.9293,4.0785,3.6804,5.9784,4.3738,5.676,4.0179,4.7372,3.7749,4.4437,4.3129,4.3032,5.3281,5.7348,4.6925,4.2969,5.7472,3.5591,6.4496,5.7869,4.4392,4.0708,4.75,3.4923,4.7838,4.5476,6.7983,4.3566,4.0001,5.6367,5.6316,4.0533,3.3356,4.7194,4.8121,4.9903,3.5396,4.3376,4.1438,4.2886,4.4283,3.5671,4.6437,5.7077,5.1116,4.3171,4.2133,4.1741,8.7725,5.0319,4.0093,5.0054,4.9079,4.516,3.2948,6.0818,4.5508,4.4675,4.0608,4.434,4.9004,3.3188,4.416,4.3874,4.9022,4.2141,4.0282,4.7344,4.5633,4.0693,4.4963,4.4409,4.7067,6.0063,4.4933,3.4868,5.2939,5.1789,3.4365,3.8757,5.0378,5.0154,5.2196,4.3622,4.9994,5.5059,5.5473,4.3982,3.3179,3.5922,6.2052,3.9587,3.7463,5.3416,4.973,4.0175,4.6923,4.7108,4.7253,4.9208,4.1604,4.7976,4.8952,3.7559,5.5641,4.6909,4.2499,3.7693,4.8878,5.1252,3.9468,4.7285,5.5389,3.9228,4.7201,4.1053,4.2675,4.7335,5.5061,4.965,5.2804,4.2778,3.8458,3.0882,4.0543,4.133,5.5121,4.0856,5.5305,2.9007,3.8603,3.4942,3.5974,5.4843,5.3439,6.156,3.908,6.1748,7.0239,4.6691,4.7279,6.776,5.0717,3.9739,3.7808,2.5765,7.0948,4.1766,3.4853,4.18,4.6929,4.9656,3.5993,5.5412,4.9676,5.1252,4.3484,3.6671,4.1543,4.608,4.0942,3.9657,3.7679,5.7235,6.5315,4.1421,2.61,4.676,5.2401,4.1605,5.1984,4.112,4.4972,4.8879,4.0701,5.2481,4.1122,5.637,4.3697,4.3111,4.3121,4.5423,4.6437,3.6724,5.0888,4.3973,3.7446,4.6573,4.6498,4.7661,4.2008,4.6892,4.4646,5.7349,4.1475,3.6261,4.4488,4.1573,4.835,4.6248,4.9035,4.5844,4.9975,3.4925,4.729,4.4085,6.2604,6.0906,5.8242,5.3517,4.6159,4.6356,4.469,4.8956,4.1806,3.9208,5.5149,5.6838,5.7558,4.9577,4.3816,4.3504,3.8702,5.8344,4.9113,6.5552,5.0087,5.8883,3.9907,5.7416,4.6015,4.452,4.5094,4.9597,4.4898,4.1864,4.0176,5.267,4.4684,4.1897,4.2614,4.3555,4.4504,4.9254,5.6043,5.3342,4.8685,4.0171,4.6537,5.0338,6.0545,4.4042,4.6562,7.5773,5.1319,3.1962,4.8254,4.593,4.8272,4.1859,4.9029,3.7023,3.839,4.8365,2.8301,3.6135,5.1777,3.5764,4.5544,5.0748,4.7483,4.559,5.3875,5.4756,4.7839,3.5568,4.6729,4.6609,5.3386,5.3503,5.2558,5.75,5.0749,4.0757,3.7064,5.1458,4.8059,5.4335,4.5236,5.0756,5.6838,4.7872,4.8018,3.6324,5.1658,5.5358,3.8839,3.9256,5.3612,5.0974,4.7303,3.6033,5.1022,5.055,5.8662,4.2713,4.3752,6.0977,5.5092,6.4906,4.736,5.1119,4.5316,5.0439,6.3638,3.953,4.8695,5.5198,4.2245,4.5184,4.8719,4.6653,5.1786,5.6538,4.4344,3.9745,5.8832,5.1591,4.3513,5.461,4.1293,5.1768,4.396,6.4807,5.133,4.8643,4.7016,5.7138,3.6135,3.7025,5.2976,5.5026,4.3249,5.4594,4.0296,4.2947,3.4329,4.4323,5.0297,4.7268,3.0946,6.1722,6.0084,4.3669,4.286,4.3522,4.1274,4.4682,4.3328,4.2287,5.1423,5.2637,4.9597,4.0313,5.0886,3.9296,4.2755,5.3147,5.3459,5.9462,4.957,4.1697,4.1957,3.527,5.4038,4.8375,4.1683,3.6799,3.6741,3.3111,4.615,3.2318,3.1716,4.7663,4.3406,4.2716,4.4198,4.2483,3.655,4.846,4.2539,4.1508,4.3766,3.3258,3.9759,5.0881,4.9107,3.9708,5.1933,4.7998,4.8221,3.4883,4.0889,5.8564,4.2903,4.7379,5.0514,4.1423,4.682,4.3647,4.8806,4.2699,3.9069,4.218,5.4725,6.5206,5.6742,5.2353,5.1464,4.4324,4.4048,6.0216,5.3333,4.6163,3.4338,4.3483,4.727,5.4117,5.2904,5.4204,4.2305,4.5394,5.4917,5.0801,4.7558,4.4977,5.1744,5.3049,5.2464,4.2198,4.6669,5.0559,5.5588,5.2657,5.323,4.8309,4.7011,5.1594,4.5192,3.4588,4.2659,5.0975,4.767,5.0083,5.234,3.7651,4.1219,6.3232,5.4185,4.7744,4.5184,5.3164,4.2793,4.0763,4.9842,3.8938,3.9872,5.1409,4.4487,3.3865,3.638,4.3818,3.5329,2.772,3.4461,4.2498,4.0664,3.1978,5.3753,3.6386,4.9785,4.4924,4.2318,3.8123,4.5162,4.61,4.4399,3.9156,3.4478,4.9713,6.3402,4.0142,4.8787,5.1348,5.4359,4.9642,5.3276,3.4999,4.5404,5.6459,4.7666,5.5027,4.6811,4.7734,4.9792,3.9876,4.1662,4.0697,4.8013,5.6069,5.6219,3.8879,4.2454,4.0926,4.16,3.5056,4.8083,4.0689,4.0443,4.6792,4.5445,6.1084,4.7373,4.2145,2.9304,4.4847,4.7178,4.4245,4.3276,4.1578,4.4555,5.4957,4.9732,4.5819,3.693,4.1951,5.8313,4.1412,4.6953,4.9051,6.2306,5.4347,4.105,5.5858,4.6318,5.1266,4.0818,3.9887,4.4782,3.8319,4.7422,5.5514,4.7903,3.6843,4.7688,4.5251,4.4585,4.0669,3.4927,4.0634,5.0958,4.464,4.6506,4.5786,4.8254,5.9257,4.4305,4.7999,6.9328,5.0057,3.9417,4.279,4.8711,3.7062,6.4687,4.1044,4.4551,4.7911,4.8378,4.3885,4.4924,4.9817,3.869,4.5276,4.6824,5.5372,3.7462,5.5394,3.4487,6.195,2.9664,5.0732,4.5925,4.1222,4.6412,5.6454,5.1612,5.4295,5.5484,4.7427,3.8761,4.883,4.632,3.6415,5.2136,4.5751,5.0399,4.7318,4.1576,3.8205,5.2607,5.0277,5.3417,4.4151,4.0088,4.5727,5.1202,5.9426,4.2791,4.4764,3.8528,5.8938,6.1499,5.2804,4.8372,5.1118,3.7115,4.8358,5.0171,4.2458,4.5599,4.9212,4.8036,3.8686,4.0134,4.5922,3.7461,4.2958,5.9902,4.5598,3.153,4.4845,2.9255,3.8745,4.3473,5.9406,3.9969,3.6708,4.2888,4.7099,4.8793,4.817,3.2263,4.8154,4.5025,3.7495,4.6072,4.0805,6.1678,4.2647,4.6482,3.8286,5.5832,4.4583,3.1108,4.394,4.7389,4.0851,4.7968,4.6788,4.596,3.7414,5.4211,3.5897,4.4419,5.353,4.1047,4.9214,4.9985,4.8556,4.3866,4.8083,4.4404,4.3808,4.1544,4.2794,5.522,5.4893,3.5401,4.7789,4.4453,4.4119,4.0261,4.9317,4.6796,4.5616,5.9395,4.0332,3.8129,3.7204,4.7836,5.581,4.1061,5.5715,5.1249,5.3386,5.2211,4.4053,8.6686,5.0731,5.0639,5.4443,5.6864,4.6906,4.9764,4.25,3.6896,4.4752,4.0217,5.7772,4.6105,4.7837,3.7247,3.6287,5.1513,4.0286,4.1885,5.4931,4.5405,4.098,5.4906,4.3473,5.42,6.2746,4.2588,4.2281,5.1614,4.42,4.3804,5.1235,4.023,5.2409,4.9409,4.4588,5.6658,4.875,4.5865,4.892,4.9702,3.686,5.5288,4.5028,4.6075,4.9354,5.1252,4.7719,5.1939,5.1939,3.8075,4.8594,3.631,5.2307,4.6777,4.7551,2.9665,4.2896,6.9201,3.1603,4.7446,5.3149,6.5063,4.3489,4.1308,3.6693,4.6944
