ADGRB3,ADGRG4,ADGRL2,ADH1B,ALB,ALX1,AMBN,ANGPTL1,ANGPTL7,APOBEC2,ARHGAP10,ARMC9,ARSF,ASB14,ATP23,ATP8B5P,ATXN3L,BCO2,BEND7,BTNL3,C12orf40,C16orf78,C6orf141,CALR3,CCL23,CCNB3,CDH12,CDKL2,CFAP57,CFTR,CHSY3,CLDN1,CLDN10,CLDN14,CLDN4,CLRN3,CLSTN2,CNGB3,CPE,CPSF4L,CPXCR1,CSMD3,CT83,CYP39A1,CYP51A1,DAO,DEFB112,DGAT2L6,DLGAP5,DNAH14,EBLN1,EFCAB5,ELMOD1,ERICH1,ERICH3,FAM227B,FAM228A,FER1L6-AS1,FLJ42627,FMN1,FREM2,GABRG3,GLRB,GPC4,GSTM1,H2AC13,HLA-DPB2,HOOK2,HSPA2,IGF1,IGHV7-81,IL4,IMMP1L,INA,KCNIP1,KL,KRTAP19-7,LENEP,LGR6,LINC00469,LINC00652,LINC00917,LINC01446,LINC02877,LIPJ,LOC645188,LUZP4,MAGEE2,MARCHF11,MARK1,MASP1,MDGA2,MIA2,MIR128-1,MIR130A,MIR299,MMP26,MROH8,MS4A2,MUC21,NAT1,NID2,NKX2-2,NPHS2,NRM,NUDT9P1,NXPE4,OAZ3,OPN5,OR10T2,OR12D2,OR1L6,OR2L8,OR4A47,OR4A5,OR51F2,OR6C76,OR6K2,OR7G1,OR8D4,OR8G2P,PARPBP,PCDHA1,PCDHB14,PDE11A,PDZD9,PPEF1,PRELID2,PRTFDC1,PSG11,PTGR1,RAB13,RAD9B,RASEF,RFPL1,RFPL3,RGS1,RHCE,RNF182,RNVU1-17,RPGRIP1L,RTN4RL1,SCGB1D2,SCGB2A2,SEL1L2,SFTA2,SHISAL2B,SKA1,SKA2,SLC10A1,SLC15A1,SLC17A6,SLC7A11,SNORA70F,SNORD115-8,SNORD116-12,SNORD13P1,SPATA41,SPRR2A,SPRR2B,STC2,STK31,SULF1,SYCE2,SYT6,TAAR3P,TAS2R43,TCEAL9,TDRG1,TFDP3,THAP5P1,TLL1,TMEM144,TMEM171,TMTC1,TRPC6,UGT2B10,VN1R10P,ZDHHC15,ZFP37,ZNF22-AS1,ZNF311,ZNF423,ZNF667-AS1,ZNF724,ZPBP,ZSCAN4
5.0181,4.3314,4.1346,5.2285,4.4412,4.5628,4.2591,4.4064,4.8624,5.2775,6.002,4.6289,4.4079,4.5817,5.7219,4.4741,3.6616,5.7393,4.3869,4.681,3.7924,4.5098,5.1616,5.0916,4.9471,4.4959,4.3919,4.637,5.355,3.9198,5.2541,4.7641,4.305,5.5845,5.4366,3.7905,5.6151,4.5234,4.9824,4.1231,3.5054,4.2355,6.145,4.1381,6.9705,4.9861,3.2881,5.2097,5.2087,3.7184,4.6476,5.4009,4.5001,5.4672,4.265,4.48,4.822,4.4245,8.4703,5.231,3.8538,4.4757,3.7129,4.1456,4.9861,3.3587,5.2658,6.1841,5.8181,4.1573,5.2842,4.5344,5.9174,5.2553,4.7098,5.3142,3.868,7.095,6.1879,4.2206,5.291,5.8457,3.7291,4.2628,3.6299,3.2906,4.2884,4.5835,4.3591,4.318,5.1412,3.802,3.5319,4.8992,4.4358,3.9459,4.3117,5.0216,4.9261,3.8762,4.2858,5.2216,5.7605,5.0941,3.4785,3.7917,4.6255,4.9682,5.3446,5.3449,4.387,3.347,6.9313,3.8295,4.466,5.2221,5.128,5.7081,5.7234,3.9994,4.1362,4.0436,4.3911,5.087,4.7141,4.3768,3.9564,5.1258,4.2333,3.3521,4.6347,6.1598,4.6027,4.6861,4.0527,5.0295,4.1694,4.4557,4.5353,3.1928,4.9402,4.9657,5.2313,3.8384,4.9752,6.3133,4.0992,3.9497,6.1422,6.0133,5.1119,3.9996,4.1006,4.651,3.2167,4.3357,3.9888,6.2163,4.8812,4.502,5.3176,4.3864,4.1924,5.6778,5.3288,4.7845,4.5956,4.3423,4.9391,3.9564,2.7491,5.5739,5.1984,4.7035,4.9082,4.4671,3.5237,4.2667,5.0214,4.6234,5.4155,4.2439,5.5468,6.6772,6.2632,3.9203,3.8773
5.101,4.506,4.0332,5.2727,4.3616,4.7334,3.9155,4.2816,4.8343,5.108,6.0996,4.5865,4.5374,4.6163,6.033,4.5557,3.8001,5.7202,4.5789,4.7129,3.9097,4.6773,5.3412,5.0582,4.5889,4.5713,4.1378,4.4421,5.3597,4.0089,4.8131,4.7735,4.4168,5.6908,5.2121,4.1056,5.6352,4.6964,4.8719,4.3772,3.4105,4.2724,6.0326,4.2553,7.3632,4.9227,3.4316,5.1647,5.3618,3.7183,4.644,5.3926,4.5652,5.6397,4.2731,4.5045,4.6888,4.5883,4.4776,5.1634,3.9382,4.6388,3.6957,4.524,5.1475,3.4702,5.1954,6.3174,5.6743,3.8477,5.3254,4.5964,5.8247,5.3353,4.6521,5.2158,3.6786,6.8476,5.8362,4.0726,5.3295,5.304,3.8686,4.3074,3.8013,3.8759,4.2007,4.6422,4.2014,4.48,5.376,3.8347,3.3834,4.8122,4.4988,3.8717,4.3464,5.2562,4.9639,3.1351,4.1358,5.2696,5.874,5.1528,3.2283,3.9018,4.6068,5.1284,5.3599,5.0836,4.5013,3.6326,6.8438,4.1189,4.4605,5.4591,5.005,5.8037,5.5983,3.9217,4.4822,4.0556,4.5417,5.094,4.7916,4.1135,4.09,5.0872,4.0837,3.4322,4.3672,6.2303,4.5518,4.6408,4.0241,4.3843,4.3578,4.4214,4.8926,3.1786,4.9597,4.9932,4.9872,3.8906,4.7215,6.8607,4.2554,4.0077,6.2749,5.9348,5.0898,4.283,4.2026,4.4988,2.8587,4.4512,3.58,6.5594,4.6623,4.3662,5.3779,4.2903,4.4511,5.7132,5.3851,4.9094,4.5425,4.2239,4.9998,4.0697,3.0121,5.6448,5.44,4.7346,4.9014,4.5668,3.2303,3.9914,5.0266,4.8283,4.8629,4.2906,5.3688,7.1942,5.9913,3.8516,3.6546
5.1283,4.4941,4.2033,5.4067,4.4941,4.9007,4.2365,4.3212,4.7591,5.4351,5.8808,4.8905,4.4472,4.3414,6.0198,4.8909,3.9723,5.5111,4.4707,4.791,3.7265,4.8144,5.3248,4.9505,4.6209,4.738,4.2291,4.5481,5.3075,4.1396,5.0472,4.7077,4.3619,5.1604,5.3162,3.9872,5.6974,4.5352,4.9612,4.1891,3.6806,4.2153,6.2087,4.2052,7.1401,5.1665,3.2961,5.0666,4.9928,3.6419,4.6871,5.1622,4.5712,5.4467,4.3444,4.7228,4.8561,4.7416,3.2963,5.0365,3.9299,4.8204,3.6723,4.3751,5.0787,3.4716,5.3559,6.2945,5.8414,4.2239,5.1163,4.4289,5.768,5.1273,4.8227,5.0276,3.7622,6.9971,5.6592,4.4022,5.0299,5.2368,3.8357,4.3172,4.0813,3.3656,4.5389,4.8227,3.9345,4.4516,5.0963,3.8892,3.8764,4.8546,4.5663,3.9854,4.1938,5.126,4.9023,4.0905,4.3221,5.2532,5.8048,5.2898,3.2611,4.068,4.7454,5.3283,5.3144,5.3619,4.6529,3.866,7.0629,3.6282,4.3302,5.4434,5.1184,5.6509,5.6102,3.9174,4.5343,4.3851,4.5293,5.1116,4.862,4.0511,4.4047,5.2436,4.0891,3.3151,4.4102,6.1366,4.7857,4.6684,3.9615,5.2605,4.713,4.3171,4.6877,3.1319,5.028,5.0779,5.0908,3.9891,5.2637,6.4237,4.1418,4.1241,5.9891,5.8846,5.1304,4.3552,4.2944,4.5858,2.9543,4.5966,4.1171,6.3149,4.8196,4.9434,5.4995,4.2522,4.3252,5.8711,5.3665,5.2575,4.527,4.0989,5.3176,4.0535,3.0299,5.6161,5.2404,4.7625,4.8476,4.5692,3.7076,3.8192,5.2206,4.7161,4.8236,4.3744,5.4356,6.9366,6.1713,4.0902,3.5413
5.1037,4.2888,4.0476,5.017,4.3312,4.4782,4.0579,4.3574,4.8735,5.1349,5.8842,4.4433,4.8635,4.6913,6.0002,4.5397,3.802,6.0163,4.5663,4.6991,3.7418,4.8096,5.3029,5.0676,4.6193,4.4648,4.3697,4.6354,5.2268,3.9841,5.0564,4.6684,4.4075,5.8462,5.1808,4.0458,5.7311,4.4214,4.8968,4.1978,3.3889,4.1689,5.8297,4.1705,6.8163,4.8627,3.2702,5.0533,5.177,3.9253,4.4666,5.3402,4.6193,5.2393,4.3477,4.4696,4.8004,4.4695,6.4691,5.4301,4.0603,4.6647,3.643,4.3588,5.3526,3.3766,5.2539,6.2482,5.881,4.0576,5.1977,4.5971,5.7281,5.2338,4.4912,5.1616,3.7503,6.7234,6.0438,4.0872,5.431,5.8892,3.6234,4.2715,3.7166,3.3719,4.1991,4.6266,4.2392,4.5141,5.4027,3.6362,3.5613,4.7093,4.4,3.8726,4.354,4.615,4.8422,3.3193,4.3261,5.3832,5.818,5.2431,3.1466,3.6863,4.4692,4.8079,5.4283,5.4444,4.5216,3.6428,6.8394,4.0162,4.4774,5.4039,5.1783,5.5967,5.4525,3.7931,4.0228,3.9857,4.9877,5.0098,4.7318,4.1231,3.8326,5.4135,4.062,3.4943,4.5028,5.9349,4.5985,4.8343,4.1262,4.9032,4.1266,4.3296,4.5954,3.1522,4.784,5.0823,4.7807,3.8072,4.9245,6.1152,4.3094,4.0904,6.2394,5.8843,5.0124,4.2622,4.2147,4.7332,3.3441,4.3854,3.0835,6.3316,4.7799,4.6713,5.3771,4.3404,4.1865,5.7109,5.1706,4.7918,4.5362,4.109,4.8517,4.2288,2.9399,5.3022,5.4257,4.8679,4.9122,4.5875,3.4338,4.0821,4.978,4.451,4.8707,4.2208,5.4333,6.8338,5.9007,3.6753,3.9455
4.8754,4.4473,4.0743,5.0592,4.4314,4.4901,4.0379,4.3286,4.7185,5.208,6.1363,4.4861,4.6318,4.7123,5.9274,4.6862,3.8464,5.9103,4.6069,4.7369,3.7631,4.722,5.2875,5.1009,4.6312,4.5418,4.4574,4.6627,5.2093,4.0214,5.1556,4.4788,4.2109,5.847,5.2285,3.9644,5.8508,4.6216,4.7257,3.9881,3.415,4.2221,5.8226,4.2266,6.4842,4.7299,3.3766,5.2944,5.1249,3.6291,4.5911,5.5887,4.7671,5.4674,4.3925,4.3278,4.8009,4.4993,6.724,5.3358,3.9002,4.5846,3.7999,4.3571,5.3174,3.2363,5.5991,6.5174,5.6967,4.1039,5.4568,4.4964,6.0439,5.2363,4.3537,5.3437,3.7243,6.7814,6.0141,4.1306,5.3306,5.5313,3.7425,4.1792,3.887,3.4195,4.0706,4.7011,4.1475,4.3156,5.4264,3.8989,3.513,4.7334,4.7399,3.9406,4.1841,4.9625,4.7939,3.7809,4.1943,5.4655,5.8015,5.2319,3.3329,3.8707,4.7273,4.783,5.522,5.4714,4.3437,3.6687,6.8553,3.9465,4.5712,5.2002,4.9095,5.6554,5.4037,4.022,3.8686,4.1642,5.0708,5.1475,4.6195,4.1279,4.0659,5.0864,4.1101,3.2926,4.3411,5.9217,4.6372,4.9243,4.3256,5.0162,4.2805,4.4529,4.781,3.2839,5.0446,5.0515,4.7248,3.7697,4.873,5.6023,4.2326,4.0413,6.2655,5.8453,5.0206,4.2438,4.089,4.7968,3.2203,4.4789,3.4596,6.5645,4.7196,4.594,5.1788,4.3408,4.2564,5.9022,5.1164,4.8203,4.3437,4.2546,4.9138,4.1345,2.8174,5.3283,5.3738,4.7015,4.8953,4.6276,3.4986,3.9374,5.0142,4.5617,4.7826,4.0872,5.423,6.8764,6.1792,3.904,3.8455
5.1117,4.2981,3.8814,5.394,4.4885,4.7397,3.9241,4.5429,4.5857,5.0508,6.0653,4.5014,4.4027,4.6672,5.7624,4.5148,4.1988,5.6833,4.6712,4.7207,3.7478,4.7086,5.2054,5.0526,4.8577,4.525,4.5581,4.7729,5.3696,3.9427,5.0533,4.7573,4.3549,5.6094,5.237,3.8025,5.5475,4.6198,4.6592,4.2064,3.5,4.3006,6.326,4.2471,7.1451,4.8361,3.3856,4.9687,5.0997,3.822,4.4209,5.4204,4.5561,5.6457,4.3233,4.5341,5.044,4.7047,2.8074,5.2111,3.9308,4.6187,3.7841,4.323,4.8512,3.2833,5.158,6.1194,5.6733,4.0802,5.4089,4.4157,5.704,5.053,4.7611,5.1032,3.8479,7.1247,6.0095,4.2494,5.4201,5.3859,3.8379,4.3814,3.7707,3.474,4.2513,4.9979,4.6248,4.4157,5.5369,3.7403,3.4389,4.7361,4.7153,4.0375,4.2153,5.0016,4.8988,3.7268,4.099,5.1226,5.4842,5.249,2.848,4.2143,4.6539,4.8955,5.2646,5.5663,4.7822,3.722,7.3291,4.0557,4.6618,5.5168,4.7931,5.7338,5.5979,4.1257,4.3396,4.1653,4.9457,4.8742,4.7054,4.3342,4.0112,4.8424,4.2181,3.3329,4.4327,5.9373,4.7153,4.6159,4.571,4.72,4.2015,4.342,4.8342,3.1637,5.0718,5.2426,4.9112,3.7027,5.0645,6.1778,4.2498,4.0681,5.9661,5.6662,4.9617,4.0652,4.1166,4.4695,3.3056,4.4622,3.1589,6.6808,4.4677,4.6768,5.3761,4.2838,4.4498,5.7842,5.0749,4.894,4.6569,4.2192,5.0306,4.0504,2.9434,5.5086,5.2651,4.6507,4.9567,4.3344,3.2692,3.6619,4.8874,4.7381,4.7291,4.1832,5.2354,6.7311,6.0129,3.5052,3.8176
4.9595,4.4528,4.0893,5.2289,4.567,4.8306,3.9815,4.2584,4.9785,5.2344,6.0065,4.6324,4.7238,4.8053,6.0074,4.4546,3.9967,5.5466,4.4015,4.6881,3.8483,4.7507,5.4326,5.0002,4.6528,4.681,4.3809,4.6559,5.2126,3.9085,4.9719,4.6924,4.3336,5.6858,5.4718,4.0488,5.5746,4.5307,4.6336,3.9853,3.2775,4.1124,6.3652,4.1813,6.6294,4.839,3.5763,4.9647,5.4241,4.0289,4.6334,5.3989,4.6689,5.384,4.2996,4.4528,4.8884,4.3871,4.8306,4.9976,3.8772,4.5336,3.7173,4.523,5.0276,3.0912,5.1475,6.2647,5.7682,4.0785,5.4893,4.315,6.049,5.312,4.6226,5.1849,3.697,6.8525,5.9175,4.3313,5.2899,5.2405,3.919,4.5258,4.03,3.3867,4.1355,4.6438,4.1739,4.5721,5.2125,3.857,3.2516,4.8696,4.7995,4.2095,4.2171,5.0708,4.8333,4.2349,4.0871,5.337,5.8457,5.1818,3.2408,4.0048,4.8776,5.0338,5.291,5.0946,4.3921,3.3658,7.1568,4.0284,4.4465,5.6258,4.9773,5.5409,5.5227,4.0362,4.0674,3.9752,4.0724,5.0803,4.6297,4.126,4.073,5.1465,4.0967,3.5524,4.4419,6.4194,4.5005,4.9004,4.1018,4.8215,4.2259,4.5443,4.6581,3.2248,4.9844,5.0708,4.9479,3.9689,4.8564,6.0313,4.1864,3.9612,6.0523,5.947,5.1684,4.1455,4.1896,4.6769,3.2916,4.6858,3.7551,6.4997,5.1364,4.6095,5.3386,4.2286,4.2359,5.8118,5.3827,5.092,4.3598,4.3231,5.0186,3.9801,2.592,5.438,5.4089,4.7922,4.9128,4.5042,3.6066,4.0047,4.9,4.9517,4.8439,4.3931,5.2835,7.1525,6.3025,3.8122,3.8234
4.9226,4.2986,4.1428,5.0922,4.3727,4.535,4.0624,4.4286,4.8051,5.0967,6.1565,4.7382,4.587,4.6835,5.6175,4.4232,3.7797,5.78,4.5898,4.8775,3.533,4.6382,5.3302,5.1527,4.741,4.415,4.3468,4.465,5.2038,4.0204,4.9889,4.5282,4.3373,5.9192,5.2558,3.9937,5.73,4.4854,4.9559,4.2175,3.4886,4.1925,5.7732,4.1043,6.5028,4.9234,3.4254,4.8654,4.9143,3.9336,4.6223,5.2839,4.5338,5.317,4.3337,4.3896,4.6818,4.5506,5.8844,5.2463,3.9916,4.5159,3.6279,4.3887,5.273,3.4907,5.3079,6.0886,5.6665,4.2593,5.2483,4.6006,5.7978,5.4881,4.5687,5.3323,3.7179,6.8034,6.1437,4.1786,5.3399,5.6496,3.7485,4.2065,3.7056,3.1296,4.2528,4.7343,4.1296,4.4344,5.3475,4.0319,3.559,4.7347,4.5285,4.1187,4.2665,5.0379,4.968,3.6004,4.5124,5.3584,5.6787,5.1099,3.5142,3.8837,4.7893,4.7465,5.3941,5.3606,4.2627,3.45,6.9104,3.9773,4.6048,5.3251,4.9974,5.7576,5.6056,3.7362,4.0075,3.9635,5.0184,5.0927,4.8471,4.0138,3.901,5.2738,4.2445,3.4313,4.3678,6.1723,4.5262,4.7338,4.4054,4.5125,4.3616,4.2873,4.4601,3.3189,4.8103,5.012,4.8659,3.7363,4.6885,4.2886,4.2909,4.2521,6.1926,5.6628,5.0323,4.1974,4.2134,4.6002,2.9965,4.538,3.4714,6.5033,5.0257,4.4031,5.2335,4.1823,4.2346,5.6528,5.1159,4.9603,4.4554,4.0804,4.8604,4.012,2.5926,5.3818,5.3881,4.6551,4.8668,4.5822,3.2601,3.9497,4.9031,4.5616,4.9236,4.3161,5.4077,6.7505,6.0477,4.0336,3.8265
5.3736,4.5811,3.9954,5.3056,4.535,4.6917,3.8156,4.4202,4.714,5.271,5.8989,4.4729,4.5018,4.5146,6.0459,4.4837,3.9636,5.3502,4.3494,4.9544,3.8064,4.8293,5.224,5.1446,4.7885,4.5773,4.4126,4.6682,5.0723,4.1072,5.3853,4.6744,4.4323,5.9124,5.2305,3.7855,5.5821,4.6074,4.844,3.853,3.1915,4.034,6.5986,4.1695,6.7937,4.8565,3.2969,5.2714,5.2751,3.6667,4.4657,5.4347,4.6244,5.5719,4.3186,4.6439,4.8114,4.543,3.4631,5.2249,4.0789,4.549,3.6611,4.2568,5.0157,2.9242,5.4034,6.2147,5.7451,4.0858,5.4564,4.3928,5.3097,5.1607,4.8895,4.8923,3.7319,6.6738,5.8772,3.8873,5.5364,5.6538,4.1199,4.4132,3.8621,3.4707,4.5882,4.8563,4.331,4.583,5.4082,4.0427,3.5551,4.756,4.6269,3.9873,4.2253,4.8114,4.6154,2.4025,4.2378,5.2975,5.5057,4.9494,3.281,3.9765,4.8174,5.1004,4.9723,5.399,5.0603,3.8966,7.1429,4.0629,4.6171,5.5022,5.0338,5.5904,5.8093,4.143,4.5495,4.159,4.6792,5.0683,4.7088,4.053,4.0536,5.0604,4.1387,3.2717,4.4316,6.2953,4.5197,4.7029,3.9294,4.7381,4.1866,4.3675,4.6493,2.9852,4.9556,5.2567,5.1855,3.6124,5.0206,6.0704,4.4314,3.9572,6.3002,5.8536,4.9432,4.4763,4.2877,4.6299,3.228,4.3806,3.3958,6.3935,5.1428,4.8488,5.163,4.2917,4.4235,5.6977,5.2339,5.1777,4.6881,4.2128,5.2006,4.106,2.7055,5.2756,5.3135,4.7525,5.033,4.9172,3.2178,4.0862,4.9785,4.7608,4.888,4.1681,5.5887,7.0579,6.4075,3.5533,3.3913
5.1721,4.3975,4.0745,5.3601,4.3501,4.6528,3.9366,4.3632,4.9987,5.2228,6.0472,4.6947,4.4988,4.6571,5.8746,4.587,3.9365,5.7076,4.6226,4.6944,3.8588,4.7264,5.2598,5.0469,4.8351,4.5576,4.4494,4.6107,5.2031,4.0303,5.1626,4.5724,4.3809,5.8383,5.3946,4.02,5.758,4.607,4.9745,4.1084,3.546,4.2155,5.851,4.2173,6.2032,4.8511,3.4461,5.3207,5.2685,3.9366,4.4399,5.2653,4.7823,5.6518,4.3409,4.5104,4.6081,4.5922,6.2281,5.2644,3.7283,4.5945,3.6415,4.1342,5.1941,3.3273,5.1559,6.286,5.7669,4.2055,5.4719,4.7218,5.7698,5.4573,4.6826,5.173,3.8475,6.9673,5.8609,4.2814,5.3445,5.8802,3.8139,4.3304,3.6999,3.6796,4.2179,4.9014,4.2567,4.4609,5.3408,3.9502,3.5354,4.8375,4.6252,3.7797,4.329,4.8761,5.006,3.1778,4.1685,5.454,5.8731,5.1513,3.2011,3.954,4.6988,4.7746,5.4878,5.4748,4.5029,3.5432,7.0666,4.1244,4.5324,5.5785,5.1285,5.75,5.4111,4.0234,4.2742,3.9991,4.8067,5.1331,4.6988,4.3399,3.9924,5.2307,4.154,3.3267,4.6106,5.8724,4.4333,4.5368,4.3339,4.4812,4.4388,4.3733,4.6884,3.2513,5.1284,4.9024,4.6869,3.8512,4.9514,5.9457,4.3572,4.1473,6.5992,5.7974,4.9763,4.2258,3.9533,4.7702,3.152,4.4506,3.5944,6.3989,5.1087,4.557,5.4855,4.4244,4.2841,5.9484,5.3206,4.9033,4.3341,4.3363,4.8065,3.9849,2.7827,5.3664,5.3429,4.5489,4.9498,4.5978,3.4635,4.0919,4.9439,4.3393,5.1158,4.324,5.4941,6.8882,6.3685,3.9901,3.6353
5.0049,4.2501,4.0581,5.2711,4.4033,4.7305,3.8429,4.4934,4.9635,5.1577,6.105,4.5788,4.8069,4.5101,5.6688,4.539,3.8536,5.7569,4.4997,4.8556,3.8256,4.5358,5.3241,5.0478,5.0363,4.6172,4.3679,4.5308,5.3028,4.061,5.2509,4.4905,4.4415,5.5689,5.2901,4.1337,5.7354,4.5092,4.8189,4.0852,3.321,4.1982,6.1951,3.9673,6.1341,4.9213,3.4585,5.1632,5.1637,3.878,4.6233,5.3178,4.6313,5.4286,4.3287,4.4353,4.8912,4.3708,4.5289,5.1952,4.1127,4.4625,3.621,4.3244,5.0889,3.1091,5.2727,6.2164,5.7195,4.1491,5.3796,4.5393,5.7411,5.3009,4.8042,5.3024,3.7126,6.9686,6.0753,4.3175,5.4263,5.5474,3.7833,4.3057,3.9046,3.1598,4.1833,4.6959,4.1606,4.6672,5.1142,3.7842,3.4985,4.7759,4.5883,3.9228,4.4112,5.0946,4.917,3.4305,4.1089,5.2626,5.8069,5.1614,3.5222,4.0849,4.6478,4.7047,5.5204,5.6614,4.2661,3.7378,6.8226,3.6434,4.5875,5.3288,5.1708,5.6804,5.8536,4.1505,4.0838,4.1174,4.9836,5.1268,4.947,4.1349,3.8193,5.3234,4.2345,3.3437,4.4651,5.9055,4.4695,4.8422,4.1194,5.0648,4.4645,4.5131,4.5377,3.2316,4.8663,5.2241,4.9315,3.864,4.8798,5.4325,4.1519,3.9542,6.0364,5.8969,5.2125,4.3441,4.1195,4.8485,3.1878,4.519,3.4547,6.4465,4.8684,4.535,5.1868,4.3348,4.2778,5.7402,5.2048,5.1192,4.2615,4.0161,5.0569,3.9689,2.5031,5.3943,5.2698,4.6063,4.9631,4.5491,3.2584,4.0995,4.8919,4.4688,5.1155,4.2994,5.2832,7.1241,6.1216,3.7262,4.1243
5.0893,4.2463,4.0073,5.3499,4.5191,4.7619,4.0075,4.3683,4.7733,5.3059,6.2037,4.6818,4.7421,4.6721,5.6995,4.5809,3.7439,5.4022,4.5813,4.7623,3.866,4.7135,5.2061,5.0022,4.833,4.6273,4.3774,4.6677,5.3482,4.0525,5.0764,4.8902,4.1495,5.6518,5.2865,3.9959,5.5693,4.6784,4.7804,4.1728,3.3179,4.1573,6.0836,3.9874,6.8986,4.8383,3.3897,5.1389,5.2175,3.6536,4.5856,5.4112,4.617,5.4384,4.3136,4.4667,5.0449,4.5271,3.9246,5.1611,3.9749,4.5324,3.8651,4.2919,5.0675,3.3222,5.1757,6.1133,5.8512,4.2523,5.0086,4.3722,5.8327,5.1598,4.5397,5.1209,3.877,6.8299,6.1813,4.2237,5.2199,5.7245,3.8116,4.6779,3.5078,3.1306,4.1959,5.0893,4.1723,4.4203,5.2115,3.6743,3.7198,4.736,4.6343,4.2046,4.1931,4.9144,4.7566,3.238,3.9891,5.1297,5.847,4.988,3.1897,3.8658,4.6147,5.0696,5.3145,5.3381,4.4814,3.7329,7.0615,3.7238,4.546,5.4832,5.3467,5.4575,5.6515,3.9673,4.2864,3.9857,5.1739,4.9286,4.5036,4.068,4.0713,5.1189,4.2125,3.3385,4.6945,6.2611,4.4697,4.7608,3.8611,5.0934,4.3945,4.57,4.6367,3.1037,5.189,5.3385,5.0516,3.9156,4.7465,6.349,4.2969,4.0958,6.4025,5.9623,5.0966,4.0547,4.1379,4.6181,3.0129,4.6992,3.2802,6.7321,4.5666,4.9059,5.4443,4.3514,4.4165,5.6099,5.2307,5.022,4.5995,4.3779,4.8318,4.0206,2.6811,5.1889,5.3456,4.7988,4.8644,4.5949,3.0808,3.8102,5.0552,4.8734,4.6543,4.2847,5.271,7.208,5.8916,3.9319,3.6806
5.0213,4.3417,3.8391,5.2825,4.2887,4.708,4.0022,4.393,4.8444,5.0884,6.1867,4.794,4.6459,4.8087,5.8588,4.4568,3.9743,5.6516,4.5509,4.665,3.7842,4.804,5.4166,5.009,4.7181,4.6922,4.4408,4.6056,5.3012,4.0858,4.8204,4.7263,4.3794,5.4945,5.3401,3.9108,5.509,4.514,4.7691,4.0992,3.4796,4.2343,6.0757,4.0856,6.8822,4.829,3.5205,5.2428,5.3057,3.8541,4.6059,5.2636,4.5644,5.5362,4.3729,4.5582,4.7728,4.4475,5.3534,5.0499,3.8692,4.5153,3.6974,4.419,5.3121,3.0712,5.324,6.4034,5.7164,3.964,5.4124,4.4349,5.9126,5.3147,4.7697,5.2562,3.8869,6.9121,5.9573,4.1917,5.39,5.6453,3.7898,4.3387,3.873,3.3623,4.2902,4.8429,4.0326,4.7465,5.3297,3.8726,3.5429,4.8198,4.601,4.0091,4.2099,5.1073,4.9688,3.9816,4.1373,5.3802,5.8106,5.2867,3.7409,3.8946,4.8187,4.9769,5.4606,5.2584,4.3553,3.6361,7.0877,3.5677,4.6297,5.3442,4.989,5.6556,5.7099,4.0717,4.327,4.2506,4.2728,4.8412,4.6411,4.2921,4.0456,4.873,4.2227,3.3235,4.6009,6.1813,4.5879,4.7381,4.0621,4.765,4.3655,4.4064,4.687,3.1059,5.0821,5.1904,4.8948,3.7834,4.903,6.098,3.8068,4.218,6.2654,5.7306,5.0895,4.4791,4.2495,4.7623,3.0785,4.6767,3.372,6.4324,4.7679,4.516,5.488,4.3881,4.2923,5.8237,5.2131,5.0478,4.4554,4.0768,5.0553,4.0659,2.5687,5.4026,5.3339,4.7577,4.8761,4.5757,3.6667,4.0264,4.9617,4.7227,4.9409,4.3042,5.4031,6.8673,6.363,3.9367,3.7868
4.944,4.3644,3.9824,5.2083,4.3251,4.7002,4.043,4.2024,4.9025,4.9346,6.1064,4.5914,4.5247,4.6147,5.848,4.789,3.7613,5.7359,4.5611,4.6803,3.8273,4.7069,5.2209,5.2393,4.6736,4.5701,4.5989,4.6089,5.2132,4.0022,4.9886,4.7218,4.271,5.6207,5.2901,3.9698,5.7587,4.5678,4.8147,4.023,3.2355,4.1522,6.0642,4.2605,6.6618,4.9063,3.4343,5.1122,5.067,3.7922,4.6223,5.4387,4.514,5.4483,4.2477,4.4965,4.9463,4.437,5.3572,5.0793,3.8291,4.4483,3.8559,4.2823,5.2253,3.2776,5.2917,6.1722,5.6691,3.977,5.2972,4.4528,5.8613,5.445,4.603,5.1903,3.7951,6.7797,6.0241,4.0927,5.3916,5.5457,3.7375,4.2365,3.6957,3.3531,4.3579,4.6426,4.0069,4.3954,5.283,3.8668,3.6055,4.8057,4.6068,3.9421,4.4085,4.7707,4.7956,4.0225,4.2171,5.5055,5.7064,5.2882,3.2874,3.9151,4.7082,4.8741,5.5542,5.2261,4.585,3.3271,6.9005,3.7572,4.8125,5.4833,5.015,5.6235,5.8019,4.0076,4.2577,4.0675,4.3539,4.9333,4.7548,4.1335,3.9351,4.9993,4.2831,3.2629,4.6569,6.024,4.5139,4.9604,4.1377,4.6378,4.4424,4.4276,4.5351,3.3022,4.968,5.0031,5.0962,3.8175,5.0418,5.9256,4.4651,4.0199,6.1603,5.8493,5.1296,4.1578,4.187,4.7332,2.9663,4.4441,3.5529,6.3828,4.7798,4.7811,5.3904,4.2234,4.2993,5.8781,5.1354,4.9755,4.501,4.3316,5.0561,4.0705,2.657,5.4321,5.336,4.8757,4.8001,4.5757,3.1895,3.7719,4.8455,4.5053,4.9058,4.4137,5.3805,7.0583,6.2536,3.7883,3.7641
