ADGRB3,ADGRG4,ADGRL2,ADH1B,ALB,ALX1,AMBN,ANGPTL1,ANGPTL7,APOBEC2,ARHGAP10,ARMC9,ARSF,ASB14,ATP23,ATP8B5P,ATXN3L,BCO2,BEND7,BTNL3,C12orf40,C16orf78,C6orf141,CALR3,CCL23,CCNB3,CDH12,CDKL2,CFAP57,CFTR,CHSY3,CLDN1,CLDN10,CLDN14,CLDN4,CLRN3,CLSTN2,CNGB3,CPE,CPSF4L,CPXCR1,CSMD3,CT83,CYP39A1,CYP51A1,DAO,DEFB112,DGAT2L6,DLGAP5,DNAH14,EBLN1,EFCAB5,ELMOD1,ERICH1,ERICH3,FAM227B,FAM228A,FER1L6-AS1,FLJ42627,FMN1,FREM2,GABRG3,GLRB,GPC4,GSTM1,H2AC13,HLA-DPB2,HOOK2,HSPA2,IGF1,IGHV7-81,IL4,IMMP1L,INA,KCNIP1,KL,KRTAP19-7,LENEP,LGR6,LINC00469,LINC00652,LINC00917,LINC01446,LINC02877,LIPJ,LOC645188,LUZP4,MAGEE2,MARCHF11,MARK1,MASP1,MDGA2,MIA2,MIR128-1,MIR130A,MIR299,MMP26,MROH8,MS4A2,MUC21,NAT1,NID2,NKX2-2,NPHS2,NRM,NUDT9P1,NXPE4,OAZ3,OPN5,OR10T2,OR12D2,OR1L6,OR2L8,OR4A47,OR4A5,OR51F2,OR6C76,OR6K2,OR7G1,OR8D4,OR8G2P,PARPBP,PCDHA1,PCDHB14,PDE11A,PDZD9,PPEF1,PRELID2,PRTFDC1,PSG11,PTGR1,RAB13,RAD9B,RASEF,RFPL1,RFPL3,RGS1,RHCE,RNF182,RNVU1-17,RPGRIP1L,RTN4RL1,SCGB1D2,SCGB2A2,SEL1L2,SFTA2,SHISAL2B,SKA1,SKA2,SLC10A1,SLC15A1,SLC17A6,SLC7A11,SNORA70F,SNORD115-8,SNORD116-12,SNORD13P1,SPATA41,SPRR2A,SPRR2B,STC2,STK31,SULF1,SYCE2,SYT6,TAAR3P,TAS2R43,TCEAL9,TDRG1,TFDP3,THAP5P1,TLL1,TMEM144,TMEM171,TMTC1,TRPC6,UGT2B10,VN1R10P,ZDHHC15,ZFP37,ZNF22-AS1,ZNF311,ZNF423,ZNF667-AS1,ZNF724,ZPBP,ZSCAN4
5.1164,4.7185,4.937,4.9542,4.1905,4.5251,4.3654,4.431,5.2985,5.8655,6.3285,5.4026,4.505,4.9139,6.122,4.3065,4.3093,5.7283,4.8235,5.3041,3.606,4.6365,5.6983,4.7951,4.2494,4.9607,4.3312,4.6643,4.903,4.1521,4.9146,4.8238,4.2615,5.5238,6.0162,4.6017,6.331,4.8645,4.7684,4.7919,3.6906,4.5388,5.9505,3.913,7.0844,4.7378,3.5037,5.0847,4.6155,3.2199,4.5503,4.6763,4.4409,5.8622,4.1966,4.8523,4.6154,4.2479,7.1408,5.9005,4.0805,4.3967,3.9971,4.517,5.6295,2.9734,6.0988,6.3676,6.3963,4.1148,4.7678,4.7187,6.627,5.1884,5.5581,5.6302,4.1996,6.6936,6.3504,4.8421,5.7668,4.9242,4.188,3.9143,3.779,3.4542,4.2519,4.9586,4.5078,4.2471,5.7005,4.7773,3.3647,4.9803,4.1865,4.0794,3.7293,5.4336,4.5086,4.3221,4.55,5.6684,5.8674,5.0379,4.3023,4.4528,3.9486,5.0801,5.1048,4.6916,4.2634,3.9663,6.5649,4.2175,4.0344,5.385,4.5757,5.3632,5.8994,4.5425,4.125,3.8477,6.4626,4.2752,4.6996,4.3466,4.2437,4.8393,4.5366,4.0093,4.3911,6.4154,4.6417,4.2371,4.4031,4.9485,4.2165,5.074,6.1105,3.09,4.9719,5.8704,4.1384,4.4114,4.5525,4.294,4.6566,4.0602,6.6185,5.9837,5.4621,4.6288,4.3562,4.218,2.8862,3.9899,3.2718,6.0767,4.6218,4.7639,5.4732,4.3183,4.6061,5.8788,5.8412,4.5764,5.4328,4.0902,5.9966,4.566,3.5397,5.1284,5.9478,5.0825,5.1193,4.9652,3.8665,4.1832,4.7344,4.9939,5.3388,4.7113,4.8363,6.7837,5.2602,4.454,3.8275
4.998,4.6495,4.7936,4.7567,4.0051,4.3965,3.8395,4.6587,5.303,5.6716,6.2081,5.2852,4.5157,4.9225,6.8894,4.4046,3.6946,5.2418,5.1692,5.6641,3.7813,4.8439,5.4431,4.7451,4.361,5.1697,4.0709,4.8193,4.9311,4.0556,4.6919,4.9371,4.322,5.3142,5.9173,4.6849,6.2386,4.5871,4.7615,4.2582,3.7904,4.8726,5.7595,4.0191,6.0857,4.7745,3.62,5.1015,6.8906,3.4432,4.6354,4.9311,4.0854,6.1112,4.0585,4.8539,4.4136,4.3903,6.4935,5.6338,4.2533,4.6687,4.0789,4.55,5.8046,3.21,5.8525,6.4783,6.214,4.4475,5.4573,4.691,7.117,5.4052,5.5405,5.4477,3.8896,6.7069,6.3831,5.1872,5.7083,4.4693,4.4972,4.4998,3.866,3.4387,3.9407,5.0379,4.5704,4.1364,5.5235,4.8044,3.5896,5.3233,4.6159,4.5806,3.8512,5.3911,5.6368,5.3379,4.9531,5.6328,5.948,5.0644,4.6514,4.8714,4.0337,4.9588,4.8937,4.6881,4.1519,3.3476,6.5807,4.0692,4.3413,5.1656,3.995,5.1989,5.6588,4.4988,3.8579,4.5867,6.3907,4.6421,4.584,4.5595,4.1935,4.945,4.8242,3.8794,4.4883,6.3827,4.6878,4.4923,4.8867,5.3208,4.6861,4.8266,5.8138,3.2374,5.0682,5.9572,4.4597,4.1644,4.9521,4.4985,4.7485,4.4112,7.7845,5.7911,5.3387,4.6808,4.9426,4.633,2.828,4.4333,3.7719,6.557,4.275,4.7977,5.3872,4.2889,4.733,5.857,5.6487,4.4696,6.2053,4.328,5.9021,4.6565,3.863,5.1878,5.3543,4.7874,5.0238,5.0312,3.5737,4.7675,4.4792,5.1591,5.263,4.7872,4.9295,6.8308,5.2595,4.643,3.8174
5.0331,4.6223,4.5091,4.5512,3.9346,4.2321,3.9106,4.9045,5.5077,6.0974,6.285,5.3576,4.4491,4.8379,6.5844,4.3649,3.758,5.4147,5.4921,5.5681,3.798,4.7247,5.431,5.0214,4.343,4.893,4.1846,4.5894,4.7711,4.1837,4.7788,4.6346,4.169,5.3127,5.8291,4.7494,5.9183,4.5365,4.7399,4.628,3.7542,4.6115,5.2755,3.8583,7.2034,4.5539,3.6045,4.8697,4.6881,3.2773,4.4483,4.7765,4.107,5.8746,4.0267,4.8186,4.6706,4.134,5.8885,5.7568,3.9453,4.3609,4.1952,4.4191,7.0723,2.7098,6.588,6.3222,6.1934,4.0743,4.6234,4.5377,6.9031,5.1765,5.1301,5.3852,3.9879,6.5973,6.4463,4.9632,5.7754,5.1387,4.4784,4.4222,3.7259,3.6752,3.8351,5.0287,4.4784,4.2483,5.8205,4.5419,3.3634,5.1295,4.5698,4.1346,3.7745,5.2872,4.7812,4.5652,5.2141,5.2216,5.679,4.881,4.5273,4.5966,3.9613,4.7358,4.9119,4.4885,4.1625,3.5173,6.5934,4.0891,4.0911,5.0775,4.4756,5.3499,5.4037,4.5572,3.6417,4.1509,6.5065,4.5,4.5545,4.6522,4.1746,5.0916,4.3514,3.3309,4.5405,6.5197,4.8142,4.3708,4.2387,4.8608,4.3576,5.068,5.7245,3.1958,4.8316,5.7485,4.2906,4.2686,4.6411,5.0659,4.318,4.0927,7.135,5.5908,5.0059,4.1851,4.62,4.6269,2.8027,4.3738,2.6906,6.0708,4.6927,4.7595,5.4129,4.0002,4.4591,5.4725,5.6343,4.3967,6.0202,4.213,5.657,4.4825,3.9684,5.0125,5.952,5.1246,5.282,4.6531,3.4983,4.333,4.7673,5.3498,5.2148,4.4765,5.0826,6.8577,5.3067,4.43,3.7315
5.2598,4.9863,4.6911,5.0106,4.1101,4.7006,4.2271,4.9315,5.3089,6.062,6.1432,5.4189,4.8148,5.0674,6.6173,4.4254,3.8556,5.3592,4.8966,5.0046,3.8247,4.5778,5.6242,4.7169,4.5022,5.0539,4.356,4.4577,5.0094,4.2175,4.9727,5.1625,4.5187,5.8672,5.9336,4.9266,6.2431,4.7352,4.6975,5.2808,3.9365,4.6471,5.5222,4.195,7.3482,4.9497,3.5326,5.2378,5.12,3.3335,4.4287,4.969,4.4199,5.83,4.2828,4.7773,4.6237,4.265,5.7487,6.5194,4.3188,4.8482,4.5113,4.4255,6.8673,3.1209,6.2672,6.3732,6.3181,4.1663,5.064,4.6176,6.4509,5.4865,5.2901,5.7135,3.8265,6.8046,6.494,5.2028,5.562,4.9043,4.825,4.3192,3.7158,3.4258,3.8899,5.1595,4.558,4.1916,5.7776,4.7537,3.6551,5.1629,4.384,4.2886,4.1034,5.3538,5.475,5.0451,4.5752,5.4433,5.8414,5.1579,5.0121,4.775,4.2813,4.8177,5.2269,5.2604,4.5217,3.6704,6.2439,3.7047,4.1943,5.0941,4.6825,5.5706,5.646,4.4063,3.8578,3.7943,6.7477,4.4396,4.3833,4.6895,4.2402,5.1401,4.4403,3.8516,4.9449,6.1032,4.684,4.3793,4.3681,5.0316,4.0802,5.2628,8.2464,3.032,5.0146,6.0903,4.3796,4.5545,4.7663,4.7101,4.4086,4.4075,6.6999,6.0915,5.5612,4.5967,4.3065,4.839,2.7131,4.2346,3.0582,6.2695,4.5135,5.2294,5.5696,4.2797,4.7484,6.0796,5.4676,4.7967,5.9943,4.2735,6.0004,4.5659,3.5084,5.0012,5.5432,5.1431,5.0806,4.9988,3.8431,4.577,4.6361,4.9732,5.6075,4.6612,5.0278,6.9562,5.2296,4.5178,3.7662
5.2681,5.156,4.96,5.1781,4.1708,4.3991,4.4094,4.5342,5.9231,6.3038,6.4664,5.3864,4.4613,5.1767,6.5051,4.736,3.8619,5.2835,5.3406,5.9492,3.6922,5.1549,5.9524,5.1307,4.715,5.4123,4.5346,4.6454,5.1211,4.288,5.2076,4.9903,4.4205,6.0611,6.2347,5.0005,6.5137,4.9686,4.9487,5.1288,3.9488,4.8229,5.7084,4.1553,7.9883,4.9021,3.6531,5.2091,5.2847,3.484,4.7588,4.9695,4.3358,6.2652,4.2105,4.4337,4.9083,4.3179,6.1176,5.431,4.4488,4.632,4.4708,4.5523,5.9711,3.3667,6.1895,6.4473,6.5661,4.4968,5.0699,4.678,6.4014,5.8651,5.4891,5.6012,4.0604,7.071,6.924,5.1132,5.8953,4.875,4.6585,4.4857,3.6604,3.8405,4.1295,5.1794,4.5188,4.4549,5.7688,4.9963,3.6502,5.4479,4.6672,4.1604,4.4749,5.5403,5.1489,4.9559,4.6286,5.8178,6.4074,5.2557,4.1206,4.749,4.7313,4.9973,5.3286,4.9612,4.5087,3.9486,5.2984,4.2389,4.6135,5.4312,4.9791,5.4674,6.0504,4.4883,3.7716,3.7329,6.8255,4.9586,4.7242,4.8091,4.6082,5.0161,5.0538,3.8564,4.4671,6.8537,4.5148,4.8791,4.302,4.9161,4.5688,4.8737,6.1142,3.295,5.0897,6.1119,4.308,4.3214,4.4376,4.1427,4.9049,4.3453,6.6202,6.1301,5.5036,5.16,4.5668,4.5067,2.8962,3.9786,3.3104,6.3963,4.5484,4.7684,5.9753,4.3575,4.9034,6.3245,5.9405,4.7917,4.1736,4.7248,6.1849,4.6672,3.4639,5.1931,5.2871,5.1969,4.9463,5.0144,3.3011,4.5296,4.5412,4.8701,5.2995,5.0471,5.1468,6.6824,4.1784,4.3069,3.8477
5.2232,4.7836,4.5645,4.6587,4.0837,4.323,4.1585,4.579,5.4954,5.7781,6.0366,5.3852,4.4334,5.1058,6.7448,4.4396,3.8448,5.2395,4.8882,4.9478,3.7046,4.5794,5.6807,4.8715,4.3487,5.0852,4.2819,4.6511,4.7685,4.2242,4.8134,5.0355,4.5477,5.4519,5.5121,4.68,6.0322,4.7968,4.7999,4.7377,3.7958,4.593,5.5099,3.8889,6.5042,4.8585,3.5894,5.121,4.9248,3.3887,4.6879,4.5681,4.158,6.065,4.3263,4.9004,4.3318,4.472,6.9282,5.0939,4.3585,4.3664,4.1286,4.5879,6.0792,2.9322,6.0981,6.6096,6.3113,4.3404,4.8283,4.5851,6.6447,5.2216,5.1223,5.299,4.0878,6.4576,6.4303,5.289,5.7107,5.0334,4.503,4.2559,3.6411,3.7361,4.0366,5.0766,4.4805,4.1683,5.6285,4.6644,3.4758,5.0892,4.3166,3.9163,4.0124,5.3426,5.3361,4.6186,5.1071,5.3273,5.6051,5.0244,4.1017,5.1181,4.0495,4.5292,4.9797,4.6422,4.4397,3.6325,6.0285,3.7292,3.9918,5.3749,4.8082,5.2081,5.3944,4.3581,3.7268,3.9746,6.6476,4.4135,4.4985,4.4347,4.4055,5.0021,4.6701,3.7972,4.6196,6.6607,4.9213,4.3737,4.1099,5.2474,4.3868,5.2448,4.8767,3.1249,5.1607,5.8228,4.388,4.3665,4.5755,4.3629,4.7835,4.1466,7.4346,5.7466,5.4648,4.4826,4.4255,4.9797,2.882,4.687,3.2692,6.0476,4.6674,5.0196,5.5901,4.4001,4.5762,5.7432,5.7437,4.5556,3.9127,4.4751,5.8475,4.4097,4.1622,5.0353,5.6967,4.8732,5.1754,4.8609,3.3816,4.2746,4.7359,5.0827,5.3043,4.664,5.2108,6.9877,5.2392,4.4781,3.6553
5.1219,5.5734,5.2746,4.9795,4.6416,4.4976,4.4282,5.2592,5.6745,6.2476,5.8893,5.8256,4.4157,5.3714,6.1605,4.7822,4.288,5.7707,5.2468,5.7825,3.8684,5.2545,6.3013,5.646,4.4567,5.5977,4.8525,4.9148,5.6167,4.4423,5.5241,5.8076,5.1811,6.2214,6.5766,4.9946,6.9136,5.43,5.4746,5.4236,4.5085,5.4145,6.2938,4.9402,8.3874,5.8204,3.6484,5.8159,4.9906,3.4622,4.7603,5.2977,4.5425,6.7599,4.4457,4.673,5.2372,5.0017,5.771,5.1286,4.8995,5.3062,4.7772,4.9511,6.9564,3.2234,6.1226,7.0163,6.7598,4.8784,5.7386,5.5952,6.4165,5.6168,6.0482,6.1661,4.8,7.2674,6.875,5.6205,6.187,5.2237,5.0432,5.2872,4.1239,3.853,4.6405,5.7707,4.6984,5.1129,6.2187,5.5801,3.6325,5.8276,4.946,4.7131,4.6993,5.6356,4.939,6.1262,4.4244,6.0462,6.6565,5.7726,4.9783,4.6017,4.6875,5.3849,5.5997,5.3008,4.7021,3.7977,6.2194,4.7466,4.4314,5.9523,5.231,5.6268,5.9035,5.0011,4.4153,3.7488,6.6421,4.9552,5.2207,4.6247,4.5557,5.3121,5.0844,3.9795,4.8239,7.347,4.7504,4.8536,4.7298,5.1631,4.4426,5.2103,6.7178,3.3117,4.7676,6.4244,4.4307,4.6189,4.9527,4.9591,5.1659,4.4278,5.2513,5.971,6.0115,5.0694,4.3595,4.497,2.8924,3.7924,3.1691,6.4734,5.082,5.0493,5.901,4.8005,5.3886,6.4183,6.0815,5.1349,5.088,5.0306,6.679,4.9654,3.36,5.5094,5.1377,5.1682,5.6428,5.4174,3.4863,4.8659,4.6344,4.8825,5.749,5.3669,5.4768,6.3236,4.2354,4.7271,4.3991
5.0358,5.1731,4.6987,4.5946,4.107,4.3732,4.2025,4.8078,5.4103,5.8188,6.27,5.353,4.533,5.0353,6.3708,4.1505,3.5909,5.3534,5.0095,5.1479,3.7023,4.7663,5.6625,5.1034,4.5282,5.2178,4.3104,4.502,4.9783,4.2965,4.9174,5.0793,4.8277,5.9114,5.7028,4.8444,6.2776,4.7467,4.7247,4.7868,3.8892,4.6521,5.5661,4.0176,7.0805,4.904,3.6333,5.1312,4.5946,3.3066,4.7561,4.9515,4.2879,6.0878,4.091,4.8769,4.6311,4.5726,6.9932,6.211,4.4234,4.5492,4.3335,4.4496,6.1138,2.8749,6.1777,6.1842,6.2788,4.1949,5.3513,4.8679,6.3466,5.2591,5.1819,5.3878,4.1428,6.8164,6.1082,5.1627,5.7713,4.9357,4.3911,4.3129,3.7536,3.6161,3.9917,5.1543,4.4824,4.1002,5.6079,5.0274,3.6297,5.3084,4.4683,4.069,4.0902,5.2553,5.9378,5.0871,4.4851,5.3965,5.9245,5.2169,4.8269,4.5398,4.1931,4.7228,4.9553,4.4978,4.405,3.521,6.6589,4.2153,4.0848,5.1219,4.4414,5.3019,5.5528,4.4944,4.2667,4.0634,6.7757,4.717,4.8825,4.4722,4.4811,5.1222,4.7374,3.5694,4.8563,6.2909,4.6205,4.4363,4.2642,5.0737,4.3646,5.0845,6.0705,3.1027,4.9156,5.7309,4.3286,4.2618,4.7544,4.7677,4.8314,4.1907,6.6133,5.8276,5.3039,4.4141,4.4789,4.7618,2.7039,4.0185,3.3834,6.1874,4.6137,5.2218,5.4705,4.2235,4.4343,6.0284,5.5201,4.5184,6.3612,4.3322,5.8279,4.6458,3.49,5.2044,6.3043,5.3018,5.6906,4.8784,3.5901,4.5368,4.6144,5.0867,5.262,4.4312,5.198,6.481,5.0297,4.2944,3.8054
5.0351,4.7904,4.583,4.4677,4.1216,4.5188,4.0679,4.5315,5.3598,5.8292,6.1474,5.3119,4.5009,5.066,6.1686,4.2856,3.7064,5.3355,5.2114,5.8031,3.6515,4.8137,5.546,5.1125,4.7891,5.0425,4.3265,4.6222,4.6182,4.2287,4.9086,5.0117,4.1638,5.6173,6.0923,4.5039,6.2171,4.7958,5.0784,4.5489,3.9425,4.6004,5.7278,3.989,7.2945,4.8185,3.4619,4.8795,4.9504,3.2618,4.6033,4.7458,4.3778,6.1905,4.2552,4.7954,4.6192,4.4314,7.7098,5.319,3.9713,4.5915,4.08,4.4617,6.9486,2.9848,5.9682,6.3183,6.3098,4.1998,5.0163,4.6775,6.3144,5.3159,5.3592,5.4993,3.9464,6.7669,6.2586,5.1137,5.6795,5.37,4.8251,4.5989,3.6105,3.9729,3.893,5.08,4.5676,4.2744,5.6907,5.0325,3.431,4.958,4.3866,4.3906,3.9349,5.3018,6.1311,4.0193,4.5535,5.6634,5.9385,5.1729,4.4854,5.0526,4.3253,4.6583,4.8306,4.7322,4.4269,3.502,5.4837,4.083,4.1104,5.3017,4.6147,5.5266,5.363,4.5396,3.8167,3.7715,6.2838,4.5106,4.87,4.5887,4.3104,4.939,4.6041,3.4887,4.6482,6.4614,5.0269,4.3407,4.2746,5.4564,4.7209,5.0802,5.6937,3.1048,5.1029,5.6406,4.3566,4.457,4.6692,5.8427,4.766,4.1842,6.4624,5.8623,5.775,4.3442,4.4071,4.7547,2.8544,4.2544,3.6979,6.0776,4.8157,4.4982,5.5415,4.4262,4.4184,5.9374,5.7294,4.4258,6.2692,4.3308,5.9557,4.4319,3.6303,5.177,5.825,5.0786,5.9891,5.4412,3.6006,4.1449,4.5385,5.0955,5.2704,4.5916,5.2135,6.347,4.9477,4.4129,3.8572
4.8295,4.6727,4.6352,4.4597,3.9489,4.4238,4.1218,4.4804,5.336,5.8702,5.8058,5.0453,4.5031,4.7825,6.457,4.2906,3.6613,5.3665,5.0679,4.9578,3.8606,4.8891,5.8913,5.0485,4.1865,5.3212,4.3137,4.5667,4.9266,4.1445,4.8848,4.7445,4.3757,5.7435,5.8538,4.5947,6.1046,4.7734,4.8636,5.0841,3.7087,4.6997,5.9844,3.9801,8.3583,4.9182,3.784,4.9503,4.9069,3.3944,4.1325,4.6982,4.3098,5.7199,3.9814,5.0259,4.331,4.2361,4.4213,6.4408,4.1284,4.3482,4.2913,4.3563,6.5863,2.918,6.1968,6.283,6.4439,4.2602,5.6472,4.8597,6.9429,5.4045,5.2084,5.4951,3.9438,6.7703,6.2033,5.0129,5.7353,5.3787,4.2675,4.7937,3.5531,3.2388,3.9063,5.2249,4.9545,4.111,5.6241,4.7482,3.676,5.0219,4.634,4.4932,4.292,5.4363,5.9443,5.4044,4.9999,5.3789,5.93,5.1588,4.7174,4.996,3.8929,4.7807,5.0084,5.2729,4.1522,3.6928,5.7051,4.1933,4.1863,5.3125,4.0199,5.44,5.0455,4.5904,3.8438,3.8804,6.2293,4.6515,4.6044,4.7575,4.5335,5.0076,5.0256,3.8529,4.8529,6.4012,4.7405,4.6622,4.2108,6.3362,4.3056,5.7849,7.0602,3.1592,4.6029,6.0079,4.3022,4.3098,4.3688,5.4927,4.625,4.5027,6.8947,5.8544,5.0362,4.2035,4.5564,4.9772,3.1125,4.8168,3.1195,6.2793,5.0975,4.6463,5.6684,4.0902,4.8016,5.5474,5.7409,4.4767,5.5631,4.4261,5.8903,4.3481,3.6647,5.0377,4.8407,4.7154,4.5941,5.0037,3.4023,4.1486,4.6143,4.8281,5.1816,4.8783,5.0611,6.7777,5.8735,4.53,3.938
5.0427,4.7851,4.8578,4.7784,3.8521,4.052,4.0684,4.738,5.2545,5.6673,6.66,5.2625,4.3387,5.0504,6.502,4.1797,3.7547,4.8976,4.7767,4.9565,3.5471,4.9228,5.5017,4.6537,5.2307,4.8263,4.2404,4.4634,4.6122,4.1161,4.7544,4.7866,4.1416,5.842,5.7663,4.6628,5.9698,4.58,4.6563,5.2015,3.5815,4.6166,5.6926,4.0623,5.7483,4.7147,3.4265,4.9672,4.6202,3.2209,4.4839,4.9845,4.4322,6.281,4.3481,4.9475,4.5706,4.3417,6.6862,6.7557,4.1822,4.4059,4.1683,4.3189,7.644,3.1724,6.4562,6.2686,6.0845,4.2008,4.9952,4.5671,6.5392,5.2846,5.0991,5.0752,3.8994,6.4696,6.5412,4.9615,5.7209,3.9397,4.425,4.3941,3.696,3.2634,4.0501,5.3206,4.6194,4.2712,5.5105,4.8716,3.5298,5.2629,4.5165,4.0106,3.9674,5.2592,5.5292,4.6038,5.033,5.0878,5.7726,4.9308,4.1239,4.7828,4.2944,4.7036,4.8522,4.4561,4.2774,3.581,6.5965,3.8986,3.9619,5.0248,4.2904,5.079,4.7871,4.2739,4.0681,4.3048,6.0826,4.5366,4.6026,4.336,4.1213,4.9231,4.5806,3.7191,4.6737,6.2181,4.8391,4.1773,4.2368,4.6214,4.778,5.1516,7.8689,2.917,5.365,5.5413,4.0745,4.1253,4.3515,4.5405,4.1837,4.171,6.9078,5.707,4.9872,4.1413,4.839,5.2029,2.7697,3.9645,3.5511,6.4065,4.5665,4.7045,5.2246,4.1938,4.5961,5.6864,5.3119,4.2944,6.0385,4.2198,5.4617,4.6413,3.5187,4.8427,5.0795,4.9969,5.3365,5.4055,3.3391,4.1431,4.3951,5.1105,5.425,4.7579,5.0442,6.6612,5.6191,4.6132,3.7749
5.0087,5.0244,4.6699,4.6772,4.1365,4.5904,4.4442,4.6044,5.3345,6.3162,5.8963,5.1173,4.7418,5.0811,6.5257,4.6933,3.8194,5.208,5.1969,5.5632,3.5636,4.8602,5.5447,5.0018,4.566,5.3147,4.5844,4.4967,4.9294,4.1375,4.8985,4.8772,4.7587,5.7573,6.028,5.0362,6.5467,4.6022,4.95,4.8876,3.8917,4.7074,5.8347,3.9314,7.2203,4.8041,3.3921,5.0288,5.3276,3.3859,4.73,4.8777,4.4204,6.0168,4.2222,4.8205,4.8169,4.1871,7.3841,4.808,4.3758,4.8763,4.2561,4.6305,6.2157,3.3576,5.8894,6.3916,6.2271,4.1483,4.7368,4.4314,6.5329,5.3354,5.0928,5.4995,4.2086,6.7728,6.5853,4.8746,5.9381,4.5826,4.2626,4.8808,3.8432,3.1515,3.8335,5.2973,4.5909,4.2567,5.556,4.8755,3.6249,5.272,4.55,4.3414,3.8739,5.304,4.9576,4.8921,4.7119,5.6236,5.7892,5.216,4.334,4.9176,4.2151,4.7762,4.9721,4.9868,4.6048,3.6799,6.7162,4.3115,4.2041,5.3165,4.7308,5.3083,5.7038,4.4684,4.0888,4.197,6.5882,4.6734,4.8683,4.486,4.4675,5.0619,4.7626,3.9526,4.831,6.5592,4.443,4.6595,4.2192,5.3715,4.4249,5.2689,7.0031,3.1909,4.7636,5.8388,4.4857,4.2721,4.885,4.4124,4.474,4.1252,6.739,5.8585,5.3672,4.6839,4.4556,4.205,2.758,4.1329,3.0961,5.8509,4.7702,4.7483,5.5571,4.1201,4.722,5.4229,5.7501,4.3702,6.5812,4.3357,6.1303,4.7384,3.7741,5.1456,6.5823,5.1485,5.7343,4.9982,3.3973,4.4992,4.6615,4.8071,5.4996,4.5471,5.3071,6.8792,5.0247,4.3935,3.7929
5.0758,4.7834,4.7718,4.6505,4.1073,4.4191,4.1025,4.7889,5.1704,6.1249,6.4862,5.2389,4.3762,5.0857,6.293,4.26,3.7463,5.3508,5.1591,5.2832,3.5911,4.7004,5.6119,4.7601,4.3155,5.1163,4.491,4.6076,4.8956,4.3475,4.9854,4.7668,4.4319,5.4555,5.9363,4.8797,6.2938,4.7237,4.8287,5.0474,3.708,4.7641,5.9254,4.0627,7.4054,5.112,3.3832,5.0323,4.6189,3.1897,4.6906,4.7377,4.2373,6.1272,4.3493,4.5833,4.647,4.4246,7.5659,6.1367,4.2815,4.5323,4.1087,4.3487,6.556,3.1249,6.112,6.5489,6.0202,4.1273,5.2231,4.8631,6.5226,5.1782,5.4114,5.3935,3.9875,6.9165,6.534,4.9784,5.9152,5.5555,4.5257,4.4765,3.6454,3.4266,3.7431,5.0548,4.5229,4.2468,5.8285,4.5822,3.496,5.212,4.4279,3.9395,3.9423,5.4608,5.9775,5.0022,4.7529,5.5865,5.7141,5.1769,4.1357,4.7068,4.2917,4.6884,4.9898,4.8078,4.5024,3.6269,7.0076,3.7114,4.0865,5.122,4.8557,5.1798,5.6363,4.4389,3.8796,3.6523,6.4294,4.622,4.7339,4.5179,4.2575,5.0188,4.3321,3.6887,4.691,6.9029,4.6867,4.2112,4.2688,5.3127,4.1057,5.1082,6.0435,3.1379,5.1634,5.942,4.303,4.2056,4.6385,4.2373,4.6515,4.0729,6.5732,6.1007,5.2198,4.5237,4.6464,4.8533,2.8082,4.5042,3.1914,6.4511,4.6307,4.3817,5.3271,3.985,4.511,5.8431,5.6399,4.5463,5.5994,4.445,6.1775,4.431,3.6382,4.8766,5.0942,5.0769,5.2893,4.8956,3.3957,4.4267,4.547,4.7546,5.365,4.5849,5.1142,6.331,5.0481,4.3129,3.9187
5.2546,5.3454,4.8348,5.302,4.3611,4.6658,4.7923,4.7458,5.4294,6.0638,5.9438,5.8062,4.662,5.182,6.397,4.5493,4.173,5.6966,5.3672,5.8406,3.8213,5.2542,5.8596,5.0296,4.9875,5.1863,4.6661,4.9261,5.2465,4.6645,5.4425,5.3005,4.5888,5.7163,6.2302,4.9174,6.5257,5.2106,5.2148,4.7661,3.7492,4.8464,5.9692,4.2784,7.3398,5.463,3.5569,5.3864,5.3914,3.4048,4.6941,4.9664,4.5584,6.0405,4.6957,4.8961,4.5863,4.8376,6.8665,5.2124,4.6197,4.5384,4.2746,4.6609,6.2894,3.2811,6.0921,6.505,6.5198,4.5097,5.2738,4.8196,5.8977,5.6594,5.5681,5.8508,4.5084,6.8286,6.4334,5.1667,6.1606,5.1401,4.8417,4.6639,4.0943,3.3974,3.8633,5.6021,4.7944,4.8967,6.1102,5.1198,3.6208,5.0125,4.4725,3.8367,4.3166,5.7595,5.2881,5.9253,4.7862,5.6576,6.1342,5.4764,5.2689,4.4595,4.5711,5.2323,5.4919,4.8265,4.4119,3.7549,6.5878,4.4283,4.1884,5.4005,5.0855,5.5949,6.3509,4.7266,4.033,3.5005,6.7686,4.798,5.032,4.376,4.3466,5.1391,4.9767,4.0423,4.9819,6.9914,4.7463,4.6473,4.4729,5.3352,4.5804,5.2925,5.7126,3.0861,4.6898,6.4481,4.5621,4.5006,4.824,2.9947,4.806,4.265,6.9609,6.096,5.6525,4.5646,4.6648,4.1852,3.0278,4.0775,3.6424,6.3178,4.6609,4.7916,5.7888,4.3016,5.0562,6.2613,5.898,4.9395,4.6433,4.4969,6.1938,4.9005,3.7013,5.1268,5.0335,5.0832,5.1792,5.082,3.5467,4.6766,4.9888,5.0621,5.3416,4.848,5.0185,6.0932,5.2086,4.8234,3.8929
